Category|ID|Name
Main|732|Akatsuki Arrival
Main|733|Doubleganger
Main|734|Break It, Break It!
Main|736|Two Breaths Walking
Main|737|Soundless Voice
Main|738|Blackjack
Main|739|Decorator
Main|740|Glory 3usi9
Main|744|Piano X Forte X Scandal
Main|832|Hand in Hand

DLC|003|That One Second in Slow Motion
DLC|004|Jaded
DLC|005|Melt
DLC|006|Far Away
DLC|011|Rain With A Chance of Sweet*Drops
DLC|015|Dreaming Leaf
DLC|017|A Song of Wastelands, Forests, and Magic
DLC|018|Song of Life
DLC|020|moon
DLC|021|Beware of the Miku Miku Germs♪
DLC|023|Dear cocoa girls
DLC|024|Velvet Arabesque
DLC|025|Updating My Love List?
DLC|029|Requiem for the Phantasma
DLC|063|I Really Do Understand
DLC|064|Innocence
DLC|067|Requiem for the Phantasma
DLC|084|To the End of Infinity
DLC|101|Magical Sound Shower
DLC|203|Solitude's End
DLC|204|Time Limit
DLC|205|Holy Star -2010 DIVA mix-
DLC|206|melody...
DLC|208|Meiteki Cybernetics
DLC|209|Pink Moon
DLC|210|Transparent Watercolors
DLC|211|Iroha Uta
DLC|214|Butterfly on Your Right Shoulder -39's Giving Day Edition-
DLC|216|Senbonzakura
DLC|223|Out of Eden
DLC|233|The Two of Us - Futaride
DLC|235|Lucid Dreaming
DLC|236|Absolunote
DLC|401|One-Sided Love Samba
DLC|402|Sayonara, Goodbye
DLC|403|Disruptive Diva
DLC|404|ZIGG-ZAGG
DLC|405|Nightmare ☆ Party Night
DLC|407|Love's note
DLC|408|SYMPHONIC DIVE - DIVA FT edit -
DLC|409|How'd It Get To Be Like This?
DLC|410|Wolf Girl
DLC|411|Starlite★Lydian
DLC|412|Perico Space Shipper
DLC|413|Master of Puppets
DLC|414|Pane dhiria
DLC|415|The Star Maker
DLC|416|So Much Loving You★ -DIVA Edit-
DLC|417|Jugemu Sequencer
DLC|418|Now Choose
DLC|419|Iya Iya Seijin
DLC|420|Equation+**
DLC|421|Betty The Liar
DLC|422|Dance of Many
DLC|423|maigo life
DLC|424|High School Days - DIVA EDIT
DLC|425|Soiyassa!!
DLC|426|break;down
DLC|427|Hanamai Tsukuyomi Tan
DLC|428|Francisca
DLC|429|Song of Eternity -DIVAMIX-
DLC|430|slump
DLC|431|Gothic and Loneliness ～I'm the very DIVA～
DLC|432|Here Comes Karakasa-san
DLC|434|Oha-Yo-del!!
DLC|436|Travel to The Other Side of The Moon
DLC|437|"Let Me Lose Myself in The Black Note "
DLC|438|Step Forward
DLC|439|Kimi Ni
DLC|440|Knight of Light
DLC|441|Mellow Yellow
DLC|442|Gizmo
DLC|443|Idol Radio (Game Edit)
DLC|618|Kagamine HachiHachi Flower Fight

Restore Cut Songs|019|White Dove
Restore Cut Songs|027|Ievan Polkka
Restore Cut Songs|207|Saturation

F2nd Song Pack|002|The World is Mine -F2nd Edition-
F2nd Song Pack|005|Melt -F2nd Edition-
F2nd Song Pack|010|Packaged -F2nd Edition-
F2nd Song Pack|012|Marginal -F2nd Edition-
F2nd Song Pack|014|Miracle Paint -F2nd Edition-
F2nd Song Pack|028|I'll Miku-Miku You♪ (For Reals) -F2nd Edition-
F2nd Song Pack|030|Electric Angel -F2nd Edition-
F2nd Song Pack|037|When First Love Ends -F2nd Edition-
F2nd Song Pack|038|Look This Way, Baby -F2nd Edition-
F2nd Song Pack|040|Yellow -F2nd Edition-
F2nd Song Pack|041|Colorful × Melody -F2nd Edition-
F2nd Song Pack|042|The Intense Voice of Hatsune Miku -F2nd Edition-
F2nd Song Pack|043|Romeo and Cinderella -F2nd Edition-
F2nd Song Pack|044|magnet -F2nd Edition-
F2nd Song Pack|048|Aikotoba -F2nd Edition-
F2nd Song Pack|054|Roshin Yukai -F2nd Edition-
F2nd Song Pack|055|Kokoro -F2nd Edition-
F2nd Song Pack|057|Double Lariat -F2nd Edition-
F2nd Song Pack|059|Change me -F2nd Edition-
F2nd Song Pack|061|Clover♣Club -F2nd Edition-
F2nd Song Pack|062|Promise -F2nd Edition-
F2nd Song Pack|066|Just Be Friends -F2nd Edition-
F2nd Song Pack|079|SPiCa -F2nd's 39's Giving Day Edition-
F2nd Song Pack|081|Though My Song Has No Form -F2nd Edition-
F2nd Song Pack|082|Two-Sided Lovers -F2nd Edition-
F2nd Song Pack|084|To the End of Infinity -F2nd Edition-
F2nd Song Pack|085|Solitude's End -F2nd Edition-
F2nd Song Pack|088|Thousand Year Solo (DIVA edit) -F2nd Edition-
F2nd Song Pack|090|Close and Open, Demons and The Dead -F2nd Edition-
F2nd Song Pack|091|Rolling Girl -F2nd Edition-
F2nd Song Pack|093|Paradichlorobenzene -F2nd Edition-
F2nd Song Pack|094|Wintry Winds -F2nd Edition-
F2nd Song Pack|096|Sekiranun Graffiti -F2nd Edition-
F2nd Song Pack|213|Luka Luka ★ Night Fever -F2nd Edition-
F2nd Song Pack|224|Rosary Pale -F2nd Edition-
F2nd Song Pack|606|World's End Dance Hall -F Edition-
F2nd Song Pack|643|Po Pi Po F's Special edition
F2nd Song Pack|721|Kagerou Daze
F2nd Song Pack|735|Cantarella ～grace edition～

X Song Pack|800|Hand in Hand -X Edition-
X Song Pack|801|Strangers
X Song Pack|802|Ai Dee
X Song Pack|803|Streaming Heart
X Song Pack|804|Babylon
X Song Pack|805|The Lost One's Weeping
X Song Pack|806|Slow Motion
X Song Pack|807|Tale of the Deep-sea Lily
X Song Pack|808|Love Trial
X Song Pack|809|Love Song
X Song Pack|810|The First Sound -X Edition-
X Song Pack|811|LOL -lots of laugh- -X Edition-
X Song Pack|812|Patchwork Stacatto
X Song Pack|813|Even a Kunoichi Needs Love
X Song Pack|814|Calc.
X Song Pack|815|A Single Red Leaf
X Song Pack|816|Holy Lance Explosion Boy
X Song Pack|817|Urotander, Underhanded Rangers
X Song Pack|818|Humorous Dream of Mrs. Pumpkin
X Song Pack|819|Solitary Envy
X Song Pack|820|Raspberry＊Monster
X Song Pack|821|Brain Revolution Girl
X Song Pack|822|Amazing Dolce
X Song Pack|823|Name of the Sin
X Song Pack|824|Satisfaction
X Song Pack|825|Cute Medley - Idol Sounds
X Song Pack|826|Beginning Medley - Primary Colors
X Song Pack|827|Cool Medley - Cyber Rock Jam
X Song Pack|828|Elegant Medley - Glossy Mixture
X Song Pack|829|Quirky Medley - Giga-Remix
X Song Pack|830|Ending Medley - Ultimate Exquisite Rampage
X Song Pack|831|Sharing The World
